left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
67.09425,39.6735,30.22425,35.65125,59.385,40.344,72.792,41.68425,36.25725,36.99225,23.1855,36.32175,57.03825,30.288,81.507,36.657,43.296,29.283,15.8115,29.9535,46.64775,61.46025,55.698,81.57075,31.22925,80.56575,44.30175,75.53775,43.63125,89.28
67.8257777778,35.8468266667,28.8270222222,33.2895288889,61.7521777778,36.1665422222,76.1372444444,37.4451911111,36.8184888889,35.2075377778,22.4334222222,33.6091733333,60.7936,25.6174933333,82.8501333333,31.37152,40.3349333333,25.6174933333,14.4419555556,28.1748622222,47.3671111111,48.9528888889,62.0721777778,72.6087111111,28.8270222222,71.0101333333,47.3671111111,65.2558222222,46.0885333333,79.6408888889
66.6528,38.3867076923,29.3597538462,35.7467076923,60.7126153846,39.0468923077,73.2531692308,39.3769846154,34.6404923077,36.7362461538,20.7795692308,37.3964307692,56.4221538462,29.1459692308,81.1739076923,31.12608,35.9608615385,28.1559138462,13.5190153846,29.1459692308,46.5216,57.1982769231,60.7126153846,79.3092923077,32.6606769231,78.9799384615,45.8614153846,72.7089230769,46.5216,87.5601230769
66.7205889571,37.0936932515,31.1870429448,36.5671656442,61.1932269939,37.6202208589,73.8269447853,38.1467484663,36.4511411043,37.3569570552,25.9229447853,37.6202208589,56.7183312883,27.6180809816,79.8808343558,28.4077546012,40.9660858896,27.2586993865,20.202404908,28.2483239264,47.5064539877,62.0984539877,61.9830184049,70.5211288344,34.3456196319,68.6788711656,48.2956564417,65.2570306748,48.5589202454,79.2070674847
69.3682072539,35.8218777202,27.1316891192,36.7110963731,61.5877305699,36.7110963731,77.5928704663,36.2664621762,34.6898238342,37.600265285,19.1288704663,37.822557513,55.3631502591,22.4841450777,87.818611399,26.4854549223,37.3574300518,22.2618031088,7.56957512953,26.9300393782,46.6938031088,55.8287253886,68.7011813472,82.2819481865,29.7992953368,84.0601865285,47.3608290155,72.5008911917,48.4720414508,94.9524559585
67.3215539568,36.5458877698,29.9741007194,37.4718388489,61.1485467626,38.0891395683,74.7294388489,37.1631884892,36.7645467626,39.0153669065,22.8749352518,38.3977899281,59.2962302158,27.2862388489,81.2111654676,29.7554417266,39.5423309353,28.5208402878,15.1590215827,32.5333640288,49.728,49.8177841727,66.7041151079,72.3501582734,30.9002589928,73.5843453237,50.0367194245,64.6335539568,49.4192805755,84.3874532374
65.3968192771,38.7978795181,31.5394698795,37.7638554217,59.4523373494,39.8319036145,70.8242891566,39.5733975904,37.4839518072,38.7978795181,25.8534939759,37.7638554217,55.4885783133,30.3707566265,79.8702650602,32.0781686747,40.843373494,29.7520771084,17.5828626506,28.7182843373,46.5293493976,58.4402891566,61.778313253,74.9812048193,31.2809638554,74.205686747,46.0129156627,69.2952289157,46.2714216867,82.7346506024
70.8908201439,38.3365985612,26.7529208633,40.8058014388,64.4090935252,39.2625496403,77.6812661871,39.5712,34.4695251799,40.1885007194,22.1235107914,42.0404719424,56.6924892086,25.3730071942,82.9288057554,27.533628777,40.3338129496,26.9163280576,14.7156258993,33.3980546763,45.581352518,48.5221985612,66.2607194245,77.8442589928,31.6917410072,78.7704172662,46.5068201439,67.0418417266,47.4329784173,84.634705036
67.9423602484,35.9689937888,29.5691925466,36.5014658385,62.3463354037,37.0345341615,75.1375900621,37.301068323,37.5640248447,37.5676024845,23.4406956522,38.1006708075,59.9481242236,26.6420273292,81.532621118,28.7738236025,41.5608447205,27.9744,15.978931677,33.0377142857,50.6212173913,55.4218136646,63.6790062112,77.539378882,38.3630310559,76.2073043478,50.8877515528,70.6112795031,50.8877515528,82.8688695652
65.292,36.541344,26.89344,36.970368,59.07072,36.755856,71.08368,37.399392,32.89968,36.970368,20.67264,37.399392,55.63872,29.891328,77.94816,29.462304,37.61904,28.389744,14.236992,27.96072,46.8432,56.4912,57.78384,76.87008,32.25648,76.656,45.1272,74.08176,45.1272,83.73456
70.0354285714,37.6922938776,27.570122449,37.9111836735,61.7177142857,38.1300734694,77.2589387755,38.5678530612,35.2315102041,38.1300734694,21.0034285714,38.7867428571,55.8073469388,24.1208816327,85.3582040816,25.4342204082,37.4576326531,24.437044898,10.7152653061,25.6531102041,46.3949387755,57.611755102,66.9712653061,81.252244898,29.3216326531,82.1275102041,47.2706938776,73.8097959184,47.7085714286,91.9777959184
64.1267612903,34.3822451613,32.0187870968,31.8912,58.5909677419,34.9359483871,68.5551483871,35.4890322581,37.0008774194,33.5516903226,27.3129290323,33.2748387097,58.5909677419,29.1230554839,75.4752,29.6766348387,39.4919225806,28.0158967742,22.3308387097,27.7390451613,47.5187612903,53.2044387097,55.5462193548,67.8744774194,36.1703225806,66.4902193548,45.8582709677,62.338683871,45.3045677419,74.7939096774
67.5178867925,38.9946566038,28.257509434,37.7804377358,60.6366792453,38.5899169811,73.5885283019,39.8041358491,35.1378113208,38.1851773585,21.7811320755,38.5899169811,59.0182641509,28.471245283,79.4055849057,33.1688150943,37.5667924528,26.8522867925,14.496,32.9234716981,47.6848301887,53.9702943396,63.470490566,76.6360754717,32.7097358491,78.2553962264,47.080754717,72.3759396226,47.6848301887,90.8024150943
64.572,36.97185,32.0595,36.97185,58.8735,37.6422,70.605,37.6422,37.75725,37.6422,25.6905,37.307025,54.1815,30.938625,77.979,32.279325,44.1255,30.2682,19.6575,30.60345,48.14775,56.0775,58.53825,76.188,37.75725,76.52325,47.8125,71.49525,48.14775,83.89725
69.492244898,38.459755102,29.2163265306,37.146122449,63.8017959184,39.3355102041,74.3079183673,39.7733877551,34.469877551,37.584,23.5248979592,38.459755102,56.7967346939,28.3905306122,82.2847346939,30.7582040816,39.7234285714,26.2011428571,15.6450612245,27.9526530612,50.2305306122,55.9709387755,61.1745306122,74.357877551,32.7183673469,72.6073469388,47.1653877551,67.3537959184,46.2896326531,83.5513469388
64.9245405405,39.1446486486,27.8192432432,37.9848648649,59.5130810811,39.9178378378,70.7217297297,39.5312432432,32.4575135135,39.1446486486,22.0211891892,39.1446486486,53.7158918919,34.892972973,76.1331891892,32.5734054054,37.4815135135,36.0527567568,14.6776216216,31.8010810811,47.5312432432,59.6298378378,59.8996756757,75.0901621622,32.8432432432,74.7035675676,45.5982702703,72.3848648649,45.5982702703,83.2069189189
68.9371428571,34.8488489796,29.2447346939,36.3081142857,63.1000816327,36.6001632653,75.941877551,38.3510204082,35.9575510204,37.7671836735,21.9480816327,39.8106122449,56.3872653061,24.6337959184,82.0708571429,27.844244898,40.6269387755,25.8012734694,14.6514285714,30.4709877551,47.339755102,54.6951836735,62.8081632653,77.7521632653,31.5794285714,78.0440816327,45.2969795918,68.7046530612,47.1614693878,88.8241632653
65.9007123288,37.0455452055,30.6378082192,36.1639890411,59.4358356164,37.3393972603,70.896,38.2210191781,36.8087671233,37.3393972603,24.1729315068,37.9271671233,57.3790684932,27.936,79.4183013699,34.1070246575,40.6290410959,29.993030137,16.2391232877,32.6376986301,49.8496438356,55.0724383562,60.6115068493,75.5408219178,33.2824109589,75.2469041096,48.5628493151,72.6023013699,48.5628493151,81.1239452055
66.3212307692,37.3692307692,31.3938461538,39.0196923077,59.4461538462,39.0196923077,73.472,38.1944615385,37.7193846154,40.1193846154,23.9686153846,41.4947692308,58.0707692308,28.0186461538,78.6972307692,31.5939076923,38.8196923077,29.9438153846,17.9181538462,34.8941538462,51.1956923077,55.5206153846,66.5963076923,73.3969230769,37.1692307692,75.0473846154,50.6455384615,68.4467692308,50.9206153846,81.3723076923
66.5149514563,36.6915728155,29.4431067961,35.0250873786,61.0998058252,37.1081941748,71.0968543689,37.524815534,35.6914951456,35.8583300971,24.8612038835,35.8583300971,54.4357281553,28.777631068,78.1784854369,30.8598058252,40.6900194175,28.3610097087,18.1971262136,28.3610097087,49.4372038835,53.7693203883,60.2674951456,74.5966601942,33.1926990291,72.9301747573,47.7707184466,68.3482718447,46.938407767,80.4274951456
66.9183065693,34.2173430657,29.3388613139,33.5915912409,61.5948613139,35.4702481752,74.1211094891,36.0967007299,36.2284379562,35.1570218978,21.5103065693,35.1570218978,60.028729927,26.3885781022,81.3239124088,27.9543591241,40.6129051095,27.0148905109,16.8126131387,27.0148905109,50.0075912409,51.4412846715,61.9080875912,75.2415766423,33.4101021898,74.928350365,49.6943649635,67.7262481752,47.8157080292,85.5759416058
68.4522857143,39.0488571429,27.4645714286,36.7508571429,60.408,38.6657142857,75.3471428571,40.5814285714,34.3594285714,37.8994285714,21.3351428571,37.5171428571,59.2585714286,29.472,81.0934285714,33.6857142857,35.892,27.9401142857,14.8234285714,29.0897142857,45.852,57.8194285714,62.7068571429,78.1217142857,29.7625714286,76.5891428571,47.0005714286,71.9922857143,45.4688571429,86.166
66.6199322034,38.877559322,31.3521355932,39.241220339,60.8021694915,39.6048,73.5278644068,39.241220339,37.5327457627,40.331959322,25.1707118644,39.6048,55.9574237288,30.1163389831,77.8909830508,30.8787254237,41.5322033898,31.2423050847,17.1717966102,32.3330440678,47.7136271186,58.5111864407,62.9841355932,79.9631186441,34.2606101695,79.5994576271,47.2303728814,75.1378983051,47.7136271186,86.8710508475
65.3127619048,35.3334095238,31.2632380952,37.716952381,59.8651428571,36.6954666667,71.7828571429,35.6739809524,37.7325714286,37.3764571429,25.8148571429,39.0789333333,56.8007619048,28.5234285714,76.5493333333,27.161447619,36.3702857143,30.5664,18.2140952381,33.7740190476,49.6502857143,54.7420190476,62.588952381,75.852952381,40.1158095238,76.8746666667,51.0118095238,70.7459047619,51.3523809524,83.344
67.8922105263,35.7256421053,26.4943157895,39.4890105263,59.9545263158,37.1306105263,73.9132631579,35.7256421053,32.8926315789,38.7363368421,18.5911578947,42.1234526316,56.9785263158,28.9514105263,79.5587368421,28.9514105263,34.3974736842,28.9514105263,10.688,34.5965473684,50.5802105263,60.1877894737,67.8922105263,72.9835789474,37.408,79.7574736842,52.4623157895,72.6071578947,55.4728421053,91.4248421053
66.0192542373,38.6592542373,32.5694915254,37.4475932203,60.2023050847,40.1138983051,72.0791864407,39.8714576271,38.6294237288,38.6592542373,26.752,37.9324745763,56.0813559322,29.6909559322,79.8356610169,31.1453288136,41.7806101695,28.7214101695,16.5716610169,29.2061830508,48.3248813559,58.2931525424,62.3837288136,78.1689491525,32.8119322034,77.1997288136,47.3556610169,71.3822372881,47.84,88.8341694915
65.98144,36.672,28.79872,36.672,59.97504,36.95808,72.84544,37.53024,35.37728,36.95808,23.36384,36.95808,58.83072,28.94976,77.99424,27.2336,37.09312,29.235776,18.21568,26.661568,46.53184,51.5456,63.12128,69.5648,32.23104,69.85088,47.67616,66.13248,47.11104,78.43392
66.228,38.4744,29.7608,37.4016,60.1504,39.5464,72.664,40.2616,36.196,38.832,23.6824,38.1168,55.1448,30.9664,80.172,35.2568,42.2736,29.536,14.3872,32.396,48.7096,58.1384,61.58,81.3776,31.1904,79.5896,48.7096,73.8696,46.9216,93.5336
66.0916777251,38.1916208531,28.2717725118,41.2417819905,58.1614407583,38.8017440758,73.2079620853,39.4118672986,35.7948056872,41.0384075829,20.5449099526,43.6818199052,55.3151090047,25.1784341232,79.3082843602,31.0748815166,35.3885118483,27.0084398104,13.6315450237,35.7515829384,48.4017440758,49.3749383886,65.8883033175,76.6216492891,32.9484739336,78.8583127962,49.0114123223,63.8117914692,50.4350331754,86.5847203791
65.4036923077,34.0769846154,25.8006153846,33.5269538462,60.4535384615,34.3520615385,73.6541538462,35.7271384615,32.4012307692,33.8019692308,21.1255384615,34.6270769231,56.2147692308,21.7662153846,79.1550769231,25.0013538462,37.1169230769,22.2574153846,13.7003076923,23.3512,46.1526153846,60.2036923077,63.4787692308,68.4547692308,29.9261538462,66.2541538462,46.9772307692,67.0793846154,48.6276923077,78.3550769231
64.585785124,39.3044628099,26.6467438017,41.076892562,58.9122644628,38.9498181818,72.3863801653,38.9498181818,33.0287603306,40.7222479339,20.2639338843,41.4315371901,55.0119669421,30.7945785124,78.059107438,28.6667107438,36.9290578512,32.2131570248,12.463338843,34.6948760331,45.4389421488,50.2960661157,65.2950743802,76.534214876,30.9016859504,80.0798677686,46.8575206612,71.5699834711,47.920661157,80.4345123967
62.9600981595,35.814007362,32.4279754601,33.4451042945,58.2219386503,36.3404171779,67.6976687117,37.3934723926,37.428809816,34.7611877301,28.2163435583,33.9715730061,57.696,30.8130552147,73.7515582822,31.8658748466,38.891190184,29.1553177914,22.6889815951,28.1809472393,47.5977423313,52.6639509202,56.3796809816,68.9786503067,35.0600245399,66.8725398773,45.8514846626,64.7670184049,45.0616932515,74.2427484663
65.7186206897,38.0176551724,29.4728275862,37.2777931034,59.0606896552,37.6477241379,71.2659310345,37.6477241379,35.020137931,38.0176551724,23.9246896552,37.6477241379,54.9922758621,28.4011034483,75.7042758621,27.2914758621,38.7186206897,30.2503448276,19.1164137931,28.0312551724,45.0066206897,55.0303448276,62.3892413793,76.4822068966,32.0615172414,75.3724137931,45.3765517241,69.8251034483,45.3765517241,83.1393103448
65.9730526316,37.8716631579,28.3385263158,36.7426526316,60.704,38.6243368421,72.3705263158,38.6243368421,35.1132631579,37.4953263158,22.3174736842,36.7426526316,56.9406315789,29.5920842105,82.4227368421,32.0110315789,38.5212631579,28.9521684211,13.6614736842,29.5920842105,48.9296842105,50.7393684211,61.8332631579,77.7642105263,35.1132631579,77.7642105263,47.3928421053,69.9873684211,47.5326315789,84.9145263158
67.2493980583,35.8583300971,29.7609320388,35.8583300971,60.5843883495,36.6915728155,71.8313009709,37.1081941748,35.1760776699,36.2749514563,23.9291650485,36.6915728155,54.7535533981,29.6108737864,78.912,30.0265631068,40.591223301,28.777631068,15.5986019417,29.1942524272,48.0885436893,53.7693203883,58.5022135922,73.7634174757,35.5926990291,72.9301747573,47.6719223301,66.2651650485,47.2553009709,84.1761553398
68.4391111111,38.7341037037,30.3454814815,36.3366518519,62.5783703704,39.2669037037,75.3647407407,40.8652444444,37.8044444444,37.1358222222,23.6853333333,36.3366518519,58.7484444444,27.2252444444,82.5576296296,31.2752592593,40.6044444444,24.7227259259,18.0912592593,27.2794074074,46.8616296296,54.7176296296,59.648,77.3605925926,31.410962963,74.1635555556,44.9967407407,69.3688888889,43.6645925926,84.8195555556
66.0318072289,37.7025542169,30.8819277108,36.4106024096,61.6377831325,37.4440481928,75.3357108434,39.7706024096,36.5679036145,36.6691084337,24.9374457831,37.7025542169,55.1768674699,25.2969831325,78.9542168675,29.4322120482,39.4108915663,24.780086747,18.2180240964,28.9153156627,46.3893975904,60.7049638554,61.8962891566,72.3354216867,35.7923855422,70.0094457831,48.715373494,67.9413975904,48.1983614458,81.1228915663
67.4889230769,35.2110461538,29.9492307692,36.4486153846,62.1258461538,36.4486153846,72.852,36.4486153846,34.4870769231,36.4486153846,24.1735384615,37.2736615385,55.5129230769,28.4684307692,80.2772307692,28.6104923077,39.3932307692,29.1151384615,16.8978461538,28.9728923077,49.7501538462,52.1247692308,65.4267692308,73.164,36.5492307692,74.4018461538,49.8443076923,69.1476923077,49.7501538462,78.9396923077
64.0084363636,36.7121454545,28.5154909091,36.7121454545,58.5477818182,37.1022545455,70.2493090909,37.4923636364,33.9761454545,36.3220363636,22.6656,38.2725818182,53.8673454545,29.6915781818,76.8794181818,27.7413818182,37.8763636364,31.2516654545,16.4247272727,29.3015563636,47.6273454545,53.0932363636,61.2785454545,72.5943272727,33.9761454545,73.3745454545,48.4075636364,68.6941090909,47.6273454545,81.5650909091
64.9071219512,37.564097561,29.5908292683,35.9947317073,59.151804878,37.564097561,72.2323902439,38.8723902439,35.8694634146,36.2563902439,23.312195122,37.3024390244,55.228097561,27.8847804878,77.9877073171,30.2392390244,36.9155121951,26.0535804878,16.771902439,28.6695804878,43.455804878,61.3703414634,60.1984390244,71.3110243902,34.0378536585,69.2183414634,46.5951219512,66.0790243902,45.8101463415,77.5896585366
67.935412844,34.0675816514,29.7555963303,35.2483816514,62.031853211,34.4611816514,73.0524770642,35.2483816514,36.447412844,35.6419816514,24.2457247706,37.2163816514,60.4571009174,21.8657174312,82.0060183486,26.7425174312,38.8086605505,22.6529174312,14.0115963303,30.525093578,51.4040366972,49.8116697248,64.7867889908,73.8222385321,38.0212844037,72.2474862385,51.0103486239,67.1304220183,49.8301651376,81.3005504587
65.4179555556,39.3408,29.1889777778,37.4336,59.0620444444,39.9758222222,72.0917333333,40.2936888889,35.8627555556,39.0229333333,22.8330666667,38.0693333333,54.6126222222,30.7598933333,79.7191111111,34.2556444444,42.8544,30.1243022222,14.2520888889,31.3954844444,48.2567111111,60.3157333333,58.7441777778,83.5150222222,35.5448888889,82.8792888889,48.5745777778,75.2519111111,47.6209777778,92.0952888889
63.488,34.6514666667,29.8213333333,34.3535333333,58.4233333333,35.8432666667,69.4466666667,34.9494666667,35.78,34.9494666667,25.054,34.3535333333,53.358,26.0112666667,76.0013333333,29.5865333333,42.3346666667,25.7133333333,17.6053333333,27.501,48.8346666667,53.79,57.8273333333,74.5753333333,37.5673333333,75.1713333333,48.5913333333,68.6166666667,47.6973333333,82.024
66.1772307692,35.9316923077,30.9747692308,35.9316923077,59.8516923077,36.7569230769,72.7778461538,37.032,38.4,37.032,24.0990769231,37.032,57.3766153846,25.2061538462,79.3778461538,30.1563076923,38.9501538462,26.0307692308,18.3236923077,30.9815384615,50.2258461538,52.7083076923,64.2523076923,73.3347692308,35.3747692308,73.3347692308,49.9507692308,65.0836923077,50.2258461538,83.2350769231
65.9921568627,37.0748235294,31.2207058824,36.7943529412,61.5058823529,37.0748235294,72.7221960784,37.9162352941,37.3898039216,37.0748235294,27.295372549,38.1967058824,57.8603921569,26.9800156863,79.7327058824,29.5037490196,40.7548235294,26.9800156863,20.5653333333,28.9429333333,49.1676862745,60.6293333333,63.1880784314,69.8829803922,35.7076078431,68.2007843137,50.2889411765,66.5179607843,49.728,79.136627451
65.5242926829,33.9057170732,29.9465365854,33.9057170732,59.2460487805,34.6033170732,71.1055609756,33.2080390244,35.1781463415,34.9521170732,25.0630243902,35.6497170732,56.1069268293,26.9295609756,75.9890731707,24.4878829268,38.3180487805,27.2783609756,17.3892682927,27.9759609756,48.0842926829,59.3685853659,62.3851707317,72.2747317073,32.387902439,72.6228292683,48.0842926829,68.7859512195,47.7354146341,78.5529756098
65.22525,36.40125,30.36675,38.74725,59.5275,37.74225,70.92375,37.407,36.735,39.0825,25.33875,39.0825,57.1815,29.362425,75.61575,27.351375,37.74075,29.362425,16.224,30.43875,50.47725,58.8585,63.885,75.61725,35.72925,75.9525,50.142,72.2655,50.8125,83.66175
64.2208264463,39.2513057851,29.1181487603,38.896661157,59.2565950413,39.2513057851,70.9574876033,39.9605950413,35.5009586777,39.9605950413,23.0907768595,39.9605950413,52.5199338843,31.8053553719,79.1127272727,34.2870743802,41.1736859504,30.7414214876,15.2901818182,34.2870743802,47.8389421488,58.6044297521,58.5480991736,81.0906446281,36.2094545455,81.7999338843,48.6196363636,73.999338843,48.6196363636,88.8912396694
67.0153846154,34.8073846154,30.7126153846,34.3947692308,59.5892307692,36.0443076923,71.9658461538,36.0443076923,36.0756923077,35.22,24.9369230769,34.8073846154,55.8766153846,28.6190769231,78.9784615385,29.0316923077,41.0261538462,26.9686153846,14.6233846154,28.2064615385,48.864,52.5461538462,60.4144615385,70.6975384615,34.0126153846,70.2849230769,47.2135384615,66.1596923077,46.8009230769,80.1858461538
67.8351780822,37.601030137,31.3966027397,37.8949479452,61.9581369863,38.4826520548,74.9378630137,38.1890630137,38.7432328767,38.7765041096,25.2256438356,38.7765041096,59.3128767123,30.2546630137,78.1196712329,28.7853369863,41.3878356164,31.4300712329,20.760460274,30.3954410959,46.7460821918,59.6914191781,64.3088219178,80.503890411,34.0412054795,79.9167123288,47.2648767123,74.9207671233,47.5712876712,86.3802739726
67.3335272727,37.5073745455,27.5502545455,38.6775272727,60.1195636364,38.0346763636,74.3537454545,37.5073745455,35.4458181818,38.8599272727,20.9201454545,39.4575709091,57.5825454545,25.8065454545,79.0341818182,30.8769163636,35.3506909091,26.5865890909,13.7978181818,33.1349236364,47.9781818182,54.9076363636,64.6036363636,75.7300363636,33.7911272727,77.2904727273,48.6117818182,72.2199272727,48.6117818182,87.0414545455
66.1565217391,35.637773913,29.7822608696,36.8813217391,60.2497391304,35.9486608696,71.1311304348,35.3268869565,36.6219130435,37.5030956522,22.3206956522,37.5030956522,59.627826087,28.7981217391,75.483826087,26.6219130435,37.5547826087,30.9744,17.035826087,33.7723826087,48.436173913,58.0222608696,64.9133913043,73.5666086957,33.5130434783,75.1213913043,49.0573913043,72.0125217391,49.6793043478,81.9610434783
66.263808,39.2320512,29.538816,36.8295168,61.115904,39.5752704,71.755776,39.9184896,35.030784,37.8591744,23.361024,37.5159552,56.99712,30.9946368,80.679168,33.0540288,39.492096,29.62176,15.466752,28.2488832,49.78944,53.9904,62.145024,78.703104,32.627712,77.673216,48.087552,71.119872,47.386368,93.118464
65.6489795918,35.2359836735,31.5017142857,37.278955102,59.8119183673,36.6952489796,71.194122449,35.2359836735,37.9226122449,37.8626612245,25.3727346939,37.5708081633,59.52,29.9824979592,76.1560816327,28.2313795918,38.2145306122,30.5662693878,20.1188571429,32.9010938776,49.0128979592,56.5413877551,65.0651428571,71.1346938776,35.296,72.0097959184,49.8886530612,69.9670204082,50.1805714286,79.3064489796
66.1121767956,37.9295469613,32.2162209945,36.5070497238,59.9490828729,39.3515138122,72.2747403315,39.1144309392,36.9568176796,37.9295469613,24.3940773481,36.7441325967,54.4972375691,29.870320442,80.0968839779,32.4777016575,42.1270276243,28.895681768,15.8606850829,31.2924994475,45.9463425414,56.9073149171,61.3715801105,78.4622320442,28.8975911602,75.3806850829,45.642961326,74.1167734807,45.0160441989,82.7286629834
67.970440678,38.791240678,29.0668474576,36.6096813559,61.7898305085,39.154820339,75.2420338983,40.6091389831,36.338440678,38.4276610169,21.0679322034,38.4276610169,58.5176949153,29.7015864407,82.150779661,31.5194847458,36.338440678,28.6107661017,14.5236610169,28.6107661017,47.2466440678,55.1528135593,61.0625084746,80.2397288136,33.4299661017,79.149559322,46.8829830508,72.6044745763,46.8829830508,88.2386440678
70.4848695652,36.6644869565,27.1153043478,35.4986608696,61.8573913043,36.8976521739,76.780173913,38.763026087,33.643826087,36.6644869565,18.7210434783,37.1308173913,54.7299130435,29.6042608696,83.7751304348,31.3015826087,36.9083478261,28.2703826087,12.6589565217,29.669426087,44.6029565217,54.1523478261,61.624173913,80.9666086957,30.1466086957,80.500173913,44.3697391304,75.1372173913,44.3697391304,90.9928695652
65.022,36.20406,31.236,39.15366,58.8546,37.81296,71.7258,36.7404,38.2074,39.68994,25.0686,40.7628,57.6534,28.53972,76.0158,28.96416,39.012,30.30492,18.0966,35.1315,51.9912,54.7824,67.167,67.845,35.7942,71.0628,51.8826,67.041,51.8826,75.3534
65.9670588235,37.9797960784,30.6352941176,41.3447529412,60.0784313725,39.1014901961,72.6970980392,38.2602039216,37.0848627451,41.3447529412,23.6247843137,43.0272627451,57.8352941176,28.1653960784,78.305254902,30.9694745098,37.6458039216,30.4086588235,16.6149019608,37.138572549,51.3662745098,56.0922352941,69.6125490196,71.3487058824,35.6825098039,75.5551372549,51.6661960784,69.9469803922,52.7880784314,78.9201568627
64.8286451613,39.4049032258,29.8838709677,38.0206451613,58.9470967742,39.7509677419,72.0952258065,41.8265806452,35.4193548387,39.7509677419,23.655483871,38.7127741935,54.4490322581,31.7930322581,76.9734193548,34.695483871,41.9938064516,30.4087741935,15.6983225806,32.1390967742,47.3024516129,56.8993548387,57.9089032258,81.6162580645,35.0732903226,81.2701935484,48.2214193548,72.6201290323,48.2214193548,91.3037419355
66.9282622951,35.2078688525,29.8864262295,34.0354098361,60.3640655738,36.1458360656,73.024,36.8487868852,35.9816393443,35.676852459,23.321704918,34.9733770492,57.5506885246,27.705704918,79.8226885246,30.2845901639,39.7329836066,27.0022295082,17.2264918033,28.1746885246,47.4696393443,50.6811803279,61.7704918033,72.0152131148,29.6519344262,71.3122622951,47.0006557377,65.4510163934,46.0626885246,79.0489180328
66.50496,34.8480768,31.496448,37.250688,59.29728,35.8778112,73.026048,35.1913728,37.330944,37.250688,25.661184,38.6235648,55.865088,27.983616,77.144832,26.26752,36.987648,31.0726656,18.422784,33.5344128,50.030592,54.068736,63.75936,74.661888,39.046656,76.378368,50.716416,70.543872,52.0896,83.242752
67.3835471698,34.9572830189,27.448754717,36.0368301887,61.447245283,36.0368301887,74.129509434,36.0368301887,35.5435471698,36.8458867925,21.5124528302,37.3856603774,60.6381886792,24.7036377358,80.0658113208,27.1323773585,39.591245283,26.3225962264,15.5761509434,29.8306415094,48.7655849057,56.0042264151,61.9870188679,76.241509434,37.1628679245,74.6221886792,49.8445283019,69.7654339623,49.8445283019,84.0664150943
65.6774522293,35.232,31.5185732484,38.5112866242,59.3922038217,37.4179872611,72.2354140127,35.7786496815,38.0771464968,39.0579363057,24.2017834395,39.4957452229,57.2056050955,26.7607031847,77.7012993631,28.4002853503,37.8038216561,28.6735490446,17.5820636943,34.6853503185,50.1009936306,54.9071082803,68.410089172,69.1175541401,35.8911592357,72.1235159236,50.9209681529,66.930955414,51.7403312102,78.681477707
65.9488,37.196,28.7664,36.124,59.8712,37.5536,71.312,37.5536,34.844,37.196,23.0456,37.196,54.8656,31.8336,78.1048,30.0456,36.632,29.688,16.6104,28.616,48.0728,55.0728,62.3736,72.5912,33.0568,72.5912,47.7152,69.016,47.3576,81.5296
71.8695849057,32.2905962264,27.3473207547,30.4018113208,63.7747924528,33.1001358491,79.4246037736,34.1794415094,35.712,32.0207698113,19.5224150943,30.6716377358,57.2987169811,26.354354717,88.0591698113,27.1638339623,37.870490566,25.2749886792,13.0463396226,23.1163773585,44.8863396226,54.4167849057,64.3139622642,78.1621132075,29.7756981132,76.8126792453,45.4261132075,75.1939622642,45.696,87.6057358491
65.9435294118,38.8228517647,30.4037647059,37.5536188235,58.8355764706,39.5844141176,71.5279058824,39.8382494118,37.5117176471,38.8228517647,24.8193882353,38.5690164706,55.0277647059,32.4765741176,79.3976470588,35.7766588235,39.2888470588,30.9534494118,16.4419764706,35.2689317647,46.1426823529,56.8461176471,64.1664,78.1699764706,32.9426823529,78.4240941176,47.1580235294,72.3314823529,47.9198117647,87.3086117647
63.5549179331,37.3177386018,28.9709908815,36.1884984802,56.7791854103,37.4589665653,71.7420547112,38.0235866261,36.311343465,36.753118541,21.4897021277,36.4709544073,54.5207051672,28.9893738602,78.7999513678,29.6952218845,40.6873677812,28.1425896657,14.9964255319,27.8601337386,47.4628085106,57.0800243161,62.1432218845,75.9952340426,29.6768389058,74.7247659574,46.1923404255,72.4662857143,45.9101762918,80.3712583587
66.775804878,35.1578536585,27.7994146341,38.9295609756,57.331902439,36.7898536585,75.4712195122,36.3063414634,36.7746341463,38.4827317073,20.3285853659,41.6269268293,54.2029268293,26.3566829268,80.3964878049,25.728,36.3910243902,26.9853658537,12.2930731707,30.5475121951,47.4973658537,58.6271219512,67.4899512195,73.3096585366,30.4862439024,75.7283902439,48.5451707317,70.1525853659,50.0117073171,83.3541463415
